x	y_obs
83.864	1079
83.881	1068
83.898	1081
83.915	1096
83.932	1050
83.949	1113
83.966	1066
83.983	1018
84	1052
84.017	1058
84.034	1058
84.051	1085
84.068	1063
84.085	1048
84.102	1076
84.119	1072
84.136	1076
84.153	1061
84.17	1078
84.187	1077
84.204	1110
84.221	1097
84.238	1083
84.255	1099
84.272	1075
84.289	1095
84.306	1047
84.323	1057
84.34	1076
84.357	1042
84.374	1041
84.391	1035
84.408	1053
84.425	1088
84.442	1088
84.459	1083
84.476	1041
84.493	1027
84.51	1070
84.527	1076
84.544	1055
84.561	1085
84.578	1061
84.595	1046
84.612	1075
84.629	1027
84.646	1068
84.663	1065
84.68	1072
84.697	1136
84.714	1085
84.731	1039
84.748	1090
84.765	1056
84.782	1130
84.799	1099
84.816	1046
84.833	1094
84.85	1062
84.867	1029
84.884	1083
84.901	1078
84.918	1070
84.935	1075
84.952	1100
84.969	1086
84.986	1068
85.003	1048
85.02	1082
85.037	1099
85.054	1041
85.071	1054
85.088	1074
85.105	1037
85.122	1053
85.139	1057
85.156	1043
85.173	1057
85.19	1058
85.207	1074
85.224	1074
85.241	1052
85.258	1020
85.275	1038
85.292	1049
85.309	1071
85.326	1115
85.343	1111
85.36	1074
85.377	1065
85.394	1060
85.411	1087
85.428	1089
85.445	1073
85.462	1093
85.479	1083
85.496	1075
85.513	1035
85.53	1025
85.547	1047
85.564	1052
85.581	1083
85.598	1056
85.615	1048
85.632	1027
85.649	1055
85.666	1092
85.683	1071
85.7	1078
85.717	1049
85.734	1099
85.751	1120
85.768	1079
85.785	1022
85.802	1078
85.819	1061
85.836	1068
85.853	1061
85.87	1038
85.887	1059
85.904	1034
85.921	1058
85.938	1093
85.955	1075
85.972	1044
85.989	1007
86.006	1102
86.023	1072
86.04	984
86.057	1032
86.074	1044
86.091	1069
86.108	1068
86.125	1067
86.142	1074
86.159	1067
86.176	1052
86.193	1106
86.21	1099
86.227	1057
86.244	1034
86.261	1063
86.278	1035
86.295	1029
86.312	1071
86.329	1096
86.346	1052
86.363	1060
86.38	1082
86.397	1080
86.414	1047
86.431	1040
86.448	1088
86.465	1057
86.482	1064
86.499	1068
86.516	1069
86.533	1081
86.55	1086
86.567	1043
86.584	1015
86.601	1072
86.618	1083
86.635	1057
86.652	1108
86.669	1077
86.686	1034
86.703	1069
86.72	1095
86.737	1099
86.754	1073
86.771	1042
86.788	1080
86.805	1044
86.822	1047
86.839	1031
86.856	1050
86.873	1098
86.89	1069
86.907	992
86.924	1003
86.941	1072
86.958	1053
86.975	1093
86.992	1055
87.009	1014
87.026	1055
87.043	1067
87.06	1088
87.077	1071
87.094	1081
87.111	1053
87.128	1043
87.145	1040
87.162	1064
87.179	1090
87.196	1120
87.213	1077
87.23	1081
87.247	1070
87.264	1081
87.281	1068
87.298	1093
87.315	1125
87.332	1070
87.349	1101
87.366	1097
87.383	1077
87.4	1077
87.417	1086
87.434	1064
87.451	1083
87.468	1121
87.485	1077
87.502	1115
87.519	1069
87.536	1034
87.553	1051
87.57	1079
87.587	1078
87.604	1119
87.621	1057
87.638	1073
87.655	1063
87.672	1084
87.689	1124
87.706	1065
87.723	1100
87.74	1130
87.757	1141
87.774	1131
87.791	1144
87.808	1163
87.825	1132
87.842	1159
87.859	1186
87.876	1169
87.893	1183
87.91	1162
87.927	1253
87.944	1265
87.961	1250
87.978	1265
87.995	1334
88.012	1354
88.029	1424
88.046	1428
88.063	1486
88.08	1591
88.097	1585
88.114	1597
88.131	1667
88.148	1642
88.165	1722
88.182	1684
88.199	1669
88.216	1712
88.233	1692
88.25	1643
88.267	1598
88.284	1557
88.301	1534
88.318	1537
88.335	1548
88.352	1522
88.369	1537
88.386	1559
88.403	1538
88.42	1478
88.437	1457
88.454	1406
88.471	1418
88.488	1357
88.505	1262
88.522	1254
88.539	1271
88.556	1269
88.573	1337
88.59	1245
88.607	1202
88.624	1238
88.641	1253
88.658	1227
88.675	1259
88.692	1191
88.709	1190
88.726	1167
88.743	1152
88.76	1247
88.777	1246
88.794	1206
88.811	1139
88.828	1190
88.845	1155
88.862	1186
88.879	1125
88.896	1156
88.913	1181
88.93	1219
88.947	1148
88.964	1115
88.981	1164
88.998	1139
89.015	1111
89.032	1152
89.049	1145
89.066	1099
89.083	1141
89.1	1125
89.117	1144
89.134	1140
89.151	1125
89.168	1133
89.185	1097
89.202	1064
89.219	1071
89.236	1106
89.253	1113
89.27	1092
89.287	1066
89.304	1044
89.321	1077
89.338	1089
89.355	1098
89.372	1073
89.389	1085
89.406	1080
89.423	1043
89.44	1038
89.457	1014
89.474	1031
89.491	1076
89.508	1045
89.525	1067
89.542	1092
89.559	1107
89.576	1075
89.593	1035
89.61	1043
89.627	1046
89.644	1085
89.661	1029
89.678	1041
89.695	1066
89.712	1125
89.729	1055
89.746	1073
89.763	1117
89.78	1077
89.797	1104
89.814	1051
89.831	1023
89.848	1105
89.865	1087
89.882	1093
89.899	1050
89.916	1044
89.933	1038
89.95	1036
89.967	1055
89.984	1075
90.001	1077
90.018	1019
90.035	1022
90.052	1049
90.069	1092
90.086	1076
90.103	1061
90.12	1089
90.137	1061
90.154	1056
90.171	1082
90.188	1059
90.205	1008
90.222	1032
90.239	1025
90.256	1027
90.273	1065
90.29	1056
90.307	1075
90.324	1094
90.341	1111
90.358	1090
90.375	1060
90.392	1063
90.409	1072
90.426	1088
90.443	1087
90.46	1066
90.477	1081
90.494	1101
90.511	1073
90.528	1116
90.545	1089
90.562	1034
90.579	1041
90.596	1033
90.613	1031
90.63	1015
90.647	1049
90.664	1048
90.681	1038
90.698	1041
90.715	1048
90.732	1025
90.749	1117
90.766	1037
90.783	1113
90.8	1068
90.817	1050
90.834	1029
90.851	1041
90.868	1115
90.885	1036
90.902	1041
90.919	1074
90.936	1038
90.953	1075
90.97	1087
90.987	1107
91.004	1100
91.021	1023
91.038	1062
91.055	1060
91.072	1088
91.089	1065
91.106	1098
91.123	1095
91.14	1061
91.157	1047
91.174	1076
91.191	1100
91.208	1117
91.225	1090
91.242	1100
91.259	1086
91.276	1067
91.293	1078
91.31	1073
91.327	1087
91.344	1084
91.361	1120
91.378	1153
91.395	1072
91.412	1044
91.429	1094
91.446	1128
91.463	1067
91.48	1069
91.497	1106
91.514	1087
91.531	1128
91.548	1049
91.565	1083
91.582	1035
91.599	1113
91.616	1092
91.633	1051
91.65	1038
91.667	1081
91.684	1043
91.701	1069
91.718	1097
91.735	1086
91.752	1077
91.769	1086
91.786	1020
91.803	1073
91.82	1042
91.837	1098
91.854	1083
91.871	1054
91.888	1067
91.905	1072
91.922	1154
91.939	1069
91.956	1054
91.973	1071
91.99	1102
92.007	1073
92.024	1077
92.041	1069
92.058	1044
92.075	1057
92.092	1036
92.109	1055
92.126	1081
92.143	1112
92.16	1098
92.177	1066
92.194	1106
92.211	1111
92.228	1094
92.245	1125
92.262	1115
92.279	1102
92.296	1114
92.313	1091
92.33	1096
92.347	1081
92.364	1054
92.381	1060
92.398	1102
92.415	1091
92.432	1083
92.449	1080
92.466	1103
92.483	1112
92.5	1129
92.517	1123
92.534	1115
92.551	1106
92.568	1156
92.585	1105
92.602	1165
92.619	1157
92.636	1126
92.653	1105
92.67	1146
92.687	1176
92.704	1190
92.721	1159
92.738	1160
92.755	1209
92.772	1181
92.789	1255
92.806	1287
92.823	1279
92.84	1267
92.857	1306
92.874	1338
92.891	1379
92.908	1415
92.925	1407
92.942	1485
92.959	1451
92.976	1473
92.993	1559
93.01	1580
93.027	1566
93.044	1509
93.061	1524
93.078	1566
93.095	1634
93.112	1580
93.129	1603
93.146	1660
93.163	1698
93.18	1701
93.197	1705
93.214	1730
93.231	1753
93.248	1785
93.265	1815
93.282	1763
93.299	1679
93.316	1666
93.333	1682
93.35	1621
93.367	1577
93.384	1562
93.401	1556
93.418	1545
93.435	1506
93.452	1433
93.469	1442
93.486	1455
93.503	1418
93.52	1426
93.537	1427
93.554	1380
93.571	1312
93.588	1334
93.605	1305
93.622	1296
93.639	1291
93.656	1223
93.673	1223
93.69	1193
93.707	1213
93.724	1138
93.741	1137
93.758	1197
93.775	1181
93.792	1103
93.809	1118
93.826	1142
93.843	1187
93.86	1107
93.877	1125
93.894	1057
93.911	1070
93.928	1096
93.945	1112
93.962	1072
93.979	1087
93.996	1152
94.013	1139
94.03	1109
94.047	1171
94.064	1151
94.081	1140
94.098	1148
94.115	1104
94.132	1110
94.149	1120
94.166	1125
94.183	1108
94.2	1132
94.217	1173
94.234	1145
94.251	1159
94.268	1167
94.285	1190
94.302	1186
94.319	1185
94.336	1190
94.353	1162
94.37	1217
94.387	1232
94.404	1228
94.421	1226
94.438	1212
94.455	1216
94.472	1240
94.489	1193
94.506	1243
94.523	1191
94.54	1189
94.557	1206
94.574	1167
94.591	1228
94.608	1160
94.625	1190
94.642	1178
94.659	1177
94.676	1157
94.693	1125
94.71	1158
94.727	1178
94.744	1175
94.761	1173
94.778	1170
94.795	1194
94.812	1136
94.829	1134
94.846	1137
94.863	1129
94.88	1140
94.897	1111
94.914	1068
94.931	1108
94.948	1071
94.965	1117
94.982	1097
94.999	1078
95.016	1083
95.033	1123
95.05	1062
95.067	1055
95.084	1073
95.101	1085
95.118	1052
95.135	1043
95.152	1096
95.169	1122
95.186	1050
95.203	1062
95.22	1063
95.237	1044
95.254	1063
95.271	1051
95.288	1084
95.305	1098
95.322	1066
95.339	1042
95.356	1065
95.373	1073
95.39	1050
95.407	1093
95.424	1084
95.441	1059
95.458	1044
95.475	1060
95.492	1040
95.509	1084
95.526	1087
95.543	1065
95.56	1033
95.577	992
95.594	1039
95.611	1027
95.628	1087
95.645	1025
95.662	1094
95.679	1086
95.696	1061
95.713	1111
95.73	1113
95.747	1103
95.764	1046
95.781	1078
95.798	1094
95.815	1019
95.832	1068
95.849	1077
95.866	1080
95.883	1043
95.9	1028
95.917	1014
95.934	1050
95.951	1065
95.968	1106
95.985	1046
96.002	1051
96.019	1051
96.036	1042
96.053	1057
96.07	1045
96.087	1044
96.104	1065
96.121	1092
96.138	1074
96.155	1063
96.172	1062
96.189	1067
96.206	1050
96.223	1036
96.24	1069
96.257	1057
96.274	1020
96.291	1065
96.308	1070
96.325	1046
96.342	1033
96.359	1076
96.376	1097
96.393	1076
96.41	1082
96.427	1077
96.444	1045
96.461	1073
96.478	1042
96.495	1017
96.512	1021
96.529	1092
96.546	1023
96.563	1104
96.58	1063
96.597	1064
96.614	996
96.631	1072
96.648	1016
96.665	1060
96.682	1145
96.699	1033
96.716	1006
96.733	1106
96.75	1079
96.767	1123
96.784	1112
96.801	1059
96.818	1072
96.835	1051
96.852	1055
96.869	1048
96.886	1058
96.903	1066
96.92	1092
96.937	1091
96.954	1106
96.971	1072
96.988	1063
97.005	1097
97.022	1150
97.039	1100
97.056	1019
97.073	1063
97.09	1110
97.107	1082
97.124	1108
97.141	1112
97.158	1082
97.175	1096
97.192	1114
97.209	1064
97.226	1061
97.243	1097
97.26	1075
97.277	1110
97.294	1111
97.311	1100
97.328	1093
97.345	1078
97.362	1097
97.379	1094
97.396	1120
97.413	1057
97.43	1093
97.447	1136
97.464	1125
97.481	1067
97.498	1071
97.515	1070
97.532	1114
97.549	1072
97.566	1067
97.583	1109
97.6	1101
97.617	1061
97.634	1051
97.651	1040
97.668	1030
97.685	1060
97.702	1099
97.719	1088
97.736	1059
97.753	1075
97.77	1071
97.787	1092
97.804	1086
97.821	1056
97.838	1069
97.855	1082
97.872	1074
97.889	1086
97.906	1126
97.923	1088
97.94	1059
97.957	1045
97.974	1052
97.991	1056
98.008	1052
98.025	1092
98.042	1094
98.059	1057
98.076	1067
98.093	1037
98.11	1038
98.127	1042
98.144	1059
98.161	1117
98.178	1129
98.195	1092
98.212	1033
98.229	1026
98.246	1025
98.263	1064
98.28	1119
98.297	1076
98.314	1073
98.331	1118
98.348	1061
98.365	1061
98.382	1048
98.399	1071
98.416	1054
98.433	1067
98.45	1058
98.467	1057
98.484	1036
98.501	1047
98.518	1040
98.535	1064
98.552	1061
98.569	1062
98.586	1068
98.603	1068
98.62	1075
98.637	1084
98.654	1081
98.671	1129
98.688	1100
98.705	1020
98.722	1121
98.739	1136
98.756	1072
98.773	1065
98.79	1072
98.807	1070
98.824	1088
98.841	1098
98.858	1074
98.875	1079
98.892	1108
98.909	1111
98.926	1097
98.943	1130
98.96	1120
98.977	1108
98.994	1160
99.011	1167
99.028	1142
99.045	1092
99.062	1085
99.079	1140
99.096	1157
99.113	1123
99.13	1089
99.147	1102
99.164	1099
99.181	1086
99.198	1078
99.215	1087
99.232	1088
99.249	1102
99.266	1098
99.283	1067
99.3	1117
99.317	1102
99.334	1092
99.351	1096
99.368	1131
99.385	1106
99.402	1058
99.419	1100
99.436	1100
99.453	1077
99.47	1044
99.487	1094
99.504	1086
99.521	1060
99.538	1062
99.555	1041
99.572	1058
99.589	1010
99.606	1035
99.623	1099
99.64	1019
99.657	1075
99.674	1116
99.691	1095
99.708	1071
99.725	1104
99.742	1151
99.759	1088
99.776	1139
99.793	1091
99.81	1085
99.827	1057
99.844	1087
99.861	1092
99.878	1137
99.895	1119
99.912	1080
99.929	1123
99.946	1189
99.963	1193
